# slug	category	ports	review	evidence
# Delete a row to reject it. Rows are a worklist for
#   pnpm enrich-io <slug>   /   /io-enrich
# There is no apply step: the connector has to come from the
# maker's manual or a rear-panel photo, never from this report.
# A row marked 'review' is on a category that is not
# definitionally mains-powered — a passive cabinet and an
# active monitor are both 'speaker'.
numark-scratch	mixer	15		100V-240V universal voltage power supply - Dimensions: 12.05" (L) x
numark-stealthcontrol	midi-controller	1	review	USB connection, requires no AC adapter - Heavy, professional feel
numark-stereoio	audio-interface	3		installation - No external power supply needed
numark-tt250usb	turntable	4	review	ixers - Selectable voltage: 115V or 230V - Power consumption
phase-fiasco-i	modular	1		Width: 8HP - Depth: 31mm - Power Consumption: +12V=58mA, -12V=60mA, +5V=
phase-fiasco-meteor-shower	sequencer	6		- 42HP width, 30mm depth - Power consumption: +12V=58mA, -12V=60mA, +5V=
phase-fiasco-skalman	utility	9	review	. - 8HP width, 31mm depth - Power consumption: +12V=58mA, -12V=60mA, +5V=
positive-grid-bias-distortion-twin-pedal	distortion	3	review	the voltage on the virtual power supply, modify the feel of the ped
rme-madiface-xt-ii	audio-interface	19		(2.2 lbs) - Power: external PSU, 100-240 V AC, 2 A, 24 W; t
rupert-neve-designs-5024	preamp	12		ower: +48 V DC ±1% - Power: 100-240 VAC, 50/60 Hz, 0.5 A (3-pin
rupert-neve-designs-5052	channel-strip	3		ternal 25-way 2U rack-mount power supply. - Mic Pre Gain: 0 to +66dB
rupert-neve-designs-5059-satellite	summing-mixer	10	review	ck chassis with a universal 100-240 VAC internal power supply,
rupert-neve-designs-5060-centerpiece	summing-mixer	27	review	±0.25 dB - Power: 110W max, 100-240VAC, 50/60Hz - Dimensions: 1
rupert-neve-designs-545	utility	2	review	lease (Peak Fast): 200 ms - Power Consumption: ±16 VDC @ 80 mA - Dimensio
rupert-neve-designs-master-bus-transformer	mastering	4	review	, and an internal universal power supply (100-240 VAC, IEC) round ou
rupert-neve-designs-master-buss-processor	mastering	6	review	Release: 100 ms to 3.0 s - Power Consumption: 85 W max - Power Supply: i
rupert-neve-designs-newton-channel	channel-strip	4		0 dBu: 0.005% - Power: IEC 100-240 VAC, 50/60 Hz, 35 W max - D
rupert-neve-designs-optofet	compressor	2		50 Hz - 500 Hz - Power: IEC 100-240 VAC, 70 W max - Dimensions:
rupert-neve-designs-r10	rack-mount	20	review	metering, a double-shielded power supply, balanced XLR and TRS I/O o
rupert-neve-designs-r6	rack-mount	12	review	t around an over-engineered power supply and a flexible rear-panel I
rupert-neve-designs-rndi-m	di-box	3	review	or stage box — no separate power supply required. - Input Impedance
rupert-neve-designs-shelford-channel	channel-strip	10		: 9.5 lbs (4.3 kg) - Power: 100-240VAC, 50/60Hz, 35W max - Mic
rupert-neve-designs-shelford-compressor	compressor	4		uses an internal universal power supply (90-240V AC via IEC) and is
rupert-neve-designs-shelford-dual-mic-pre	preamp	6		Power input: Universal IEC, 100-240 VAC - Dimensions: 19" W x 9
sonicware-lofi12xt-retro	sampler	8		D card with 2,500+ samples, power supply unit, and warranty. Batteri
sonicware-lofi12xt	sampler	8		D card with 2,500+ samples, power supply unit, and warranty. Batteri
sonicware-smpltrek	sampler	11		from Black Octopus, and an AC adapter. Batteries, USB cable, and
tascam-202mkvii	rack-mount	5	review	, 8/16-bit - Rack size: 3U; Power consumption: 14W - Dimensions: 482(W) x
tascam-da-3000sd	rack-mount	22	review	ze: 1U; Power: 24W, AC 120V/230V - Dimensions: 483(W) x 45(H
tascam-dr-40x	audio-interface	5		USB bus power, or optional AC adapter. - - Built-in mics: adjusta
tascam-fr-av4	audio-interface	12		power, or optional PS-P520U AC adapter. - - Mic inputs: 4× XLR/TRS
tascam-portacapture_x6	audio-interface	8		power, or optional PS-P520U AC adapter. - - Built-in mics: switcha
tascam-portacapture_x8	audio-interface	12		power, or optional PS-P520U AC adapter. - - Built-in mics: detacha
